Country,Baseline smoking prevalence (%),Desired smoking prevalence %),Unnamed: 3,Annual smoking-attributable cost-of-illness (Million Local Currency Unit),Smoking-attributable direct cost: health expenditure (Million Local Currency Unit),Smoking-attributable indirect cost: productivity loss (Million Local Currency Unit),Smoking-attributable indirect cost: productivity loss due to morbidity (Million Local Currency Unit),Smoking-attributable indirect cost: productivity loss due to mortality (Million Local Currency Unit),Annual smoking-attributable cost-of-illness (Million USD),Smoking-attributable direct cost: health expenditure (MillionUSD),Smoking-attributable indirect cost: productivity loss (Million USD),Smoking-attributable indirect cost: productivity loss due to morbidity (Million USD),Smoking-attributable indirect cost: productivity loss due to mortality (Million USD),Annual smoking-attributable cost-of-illness (Million PPP$),Smoking-attributable direct cost: health expenditure (Million PPP$),Smoking-attributable indirect cost: productivity loss (Million PPP$),Smoking-attributable indirect cost: productivity loss due to morbidity (Million PPP$),Smoking-attributable indirect cost: productivity loss due to mortality (Million PPP$),Unnamed: 19,Smoking-attributable national economic cost (Million Local Currency Unit),Expected national economic cost recovery from desired smoking reduction (Million Local Currency Unit),Baseline cigarette price per pack (Local Currency Unit),Recommended cigarette price per pack (Local Currency Unit),Baseline totale tax per pack  of cigarettes (Local Currency Unit),Recommended total tax per pack of cigarettes (Local Currency Unit),Baseline cigarette tax revenue (Million Local Currency Unit),Expected cigarette tax revenue (Million Local Currency Unit),Expected cigarette tax revenue gain (Million Local Currency Unit),Unnamed: 29,Smoking-attributable national economic cost (Million USD),Expected national economic cost recovery from desired smoking reduction (Million USD),Baseline cigarette price per pack (USD),Recommended cigarette price per pack (USD),Baseline totale tax per pack  of cigarettes (USD),Recommended total tax per pack of cigarettes (USD),Baseline cigarette tax revenue (Million USD),Expected cigarette tax revenue (Million USD),Expected cigarette tax revenue gain (Million USD),Unnamed: 39,Smoking-attributable national economic cost (Million PPP$),Expected national economic cost recovery from desired smoking reduction (Million PPP$),Baseline cigarette price per pack (PPP$),Recommended cigarette price per pack (PPP$),Baseline totale tax per pack  of cigarettes (PPP$),Recommended total tax per pack of cigarettes (PPP$),Baseline cigarette tax revenue (Million PPP$),Expected cigarette tax revenue (Million PPP$),Expected cigarette tax revenue gain (Million PPP$)
Central African Republic,,,,14652.243720222157,2565.1878265205137,12087.055893701643,853.6788343398316,11233.377059361814,26.434259504980663,4.625871612473252,21.80838789250741,1.540272446709526,20.26811544579789,51.75482172433477,9.229708785007457,42.52511293932731,3.0034434492134165,39.52166949011389,,,,800,,290.562378797673,,,,,,,,1.2437400622296884,,0.45173008885928007,,,,,,,,2.828764289679607,,1.0274156013340203,,,,
Chad,5.0,4.0,,25830.436632080444,3829.7926518880377,22000.643980192406,2701.53478649326,19299.109193699103,46.601574009812765,6.906367216804602,39.69520679300817,4.874311047663126,34.820895745344956,110.75596184521895,15.773383198798257,94.98257864642069,11.663237701367196,83.31934094505328,,---,---,500,---,274.34001027221365,---,,---,---,,---,---,0.7773375388935553,---,0.4265095768100705,---,,---,---,,---,---,1.9639265962795374,---,1.0775672851944038,---,,---,---
Chile,25.9,24.9,,1565444.1971394138,280080.6977284563,1285363.4994109576,451839.8612524271,833523.6381585313,2062.38182066033,369.03447013003927,1693.3473505302907,595.2571644257857,1098.0901861045063,3463.1004958158583,643.6325733935536,2819.467922422305,991.1188511707186,1828.3490712515875,,23995090.920749318,652091.8599954387,3500,4175.675675675676,2809.2262724517645,3484.9019481274404,1304885.6035538446,1496151.0702147714,191265.46666092682,,30718.076067354585,761.0983585274854,3.8401615062210617,4.581505426340958,3.082252169638328,3.823596089758224,1431.7061327970032,1641.560499237203,209.85436644019978,,53191.00889849676,1312.9495426253775,7.594777397074491,9.060950639752965,6.095842342081283,7.562015584759757,2831.518767896756,3246.5526659074167,415.0338980106608
China,24.8,23.8,,2202669.74974249,233440.57256202874,1969229.177180461,280436.68890318583,1688792.488277274,341556.2299970286,36198.08873568292,305358.14126134565,43485.860892825665,261872.28036851983,526643.7045664387,55749.11001877871,470894.59454766003,67059.80311871658,403834.79142894316,,7859415.077313945,317277.00084450905,16.34,19.63435483870968,8.52232662634497,11.81668146505465,1036715.5523382529,1323876.642543718,287161.0902054651,,1132052.9408325977,45169.8333398925,2.428439794310852,2.9180445915509434,1.2665824430557577,1.756187240295849,154075.96711622822,196753.65492728323,42677.68781105502,,2019110.1927074397,84161.88491434562,3.9892578125,4.793543661794355,2.0806461490100028,2.8849319983043578,253104.3828950813,323212.07093352487,70107.68803844356
Colombia,7.1,6.1,,4527530.296404399,1034862.1490652536,3492668.147339146,906499.495540958,2586168.651798186,1209.197356220155,276.38746571988474,932.8098905002702,242.10479195348597,690.7050985467838,3223.978293997827,764.6502327620241,2459.328061235803,638.3027395770217,1821.0253216587803,,18999893.661039118,2993729.8163590427,7138,12164.760563380281,4653.480672268907,9680.241235649188,2149838.268378151,3301087.4362274203,1151249.1678492692,,5126.903225145426,653.3945755466776,1.6289365586490188,2.776074980232835,1.0619535993311062,2.2090920209149223,490.6066335869811,753.3289448259746,262.72231123899354,,12991.435103895685,1775.2292075519704,5.012429251576479,8.542309006207802,3.267756044175742,6.797635798807065,1509.6542760685302,2318.0817073911353,808.4274313226051
Comoros,9.6,8.6,,1954.7906670139105,509.2194607735395,1445.5712062403709,204.43530338807494,1241.1359028522966,4.701825707228103,1.2242151942760828,3.4776105129520207,0.4918099898585613,2.9858005230934594,10.729900760934568,2.7525705453563383,7.977330215578229,1.1281685162297106,6.84916169934852,,13604.650268320338,1023.1756045009971,500,760.4166666666667,367.54998113919277,627.9666478058596,,,,,30.790705386482273,2.2688629214876066,1.0364500518580733,1.57626778720082,0.7618943940243005,1.301712129367047,,,,,73.06649557942696,5.767145648077007,2.7851739619656644,4.235785400489449,2.0473812743797017,3.497992712903486,,,
Congo,10.9,9.9,,35617.8105828545,3757.2296807356333,31860.580902118865,3633.5845095252635,28226.996392593563,64.26074745242279,6.7755124759157335,57.48523497650705,6.555984022349215,50.92925095415776,112.74923879234966,10.511494776074972,102.23774401627469,11.659846507118743,90.57789750915579,,229375.14123700722,17605.434857786306,750,1094.0366972477063,186.56190510933556,530.598602357042,,,,,387.134066857825,29.129505294216656,1.166006308340333,1.7008715873955313,0.2900431443379678,0.8249084233931663,,,,,749.5363210816016,56.512334363626955,1.924409206373643,2.8071657230588003,0.4786952636680151,1.3614517803531723,,,
Cook Islands,20.0,19.0,,,0.3557642501323279,,,,,0.2516369006453019,,,,,0.24900597585668124,,,,,,,23.5,29.375,17.11533,22.99033,,,,,,,14.792899408284024,18.49112426035503,10.77384489487599,14.472069746946996,,,,,,,. . .,,,,,,
Costa Rica,7.9,6.9,,170903.97942497,37997.90691296216,132906.0725120078,35249.10276398585,97656.96974802192,275.28090956294335,61.209474295818495,214.07143526712483,56.77563017207568,157.2958050950491,496.68505601479137,110.55022037132287,386.1348356434685,102.40996701728346,283.7248686261849,,707101.9531339497,97182.79646036099,2000,3265.822784810126,1102.8204257570098,2368.6432105671356,48303.53464815703,79143.95645847524,30840.421810318207,,1311.2950789502338,183.35869666979767,2.9792273373900477,4.864814259788812,1.6427763803237077,3.5283633027224717,71.95360545817839,117.89391933514855,45.940313876970166,,2062.3944431834084,283.24027639722215,5.939176889474887,9.69814960433241,3.274922792948444,7.033895507805967,143.44161833114183,235.0249785698915,91.58336023874966
Côte d'Ivoire,8.4,7.4,,148089.79182895453,12408.828763696461,135680.96306525805,19206.614127084995,116474.34893817303,267.1828820562959,22.37717181119095,244.805710245105,34.654005297141474,210.15170494796342,588.3444272272873,51.355628299100985,536.9887989281863,76.0146185476288,460.97418038055724,,705293.6268539854,102904.69604993351,800,1276.1904761904761,315.7384987893463,791.9289749798224,66641.34624697338,129720.11427638045,63078.768029407074,,1185.1488002441945,167.7652327445698,1.2437400622296884,1.984061527842598,0.4908707751657124,1.231192240778622,103.60564016035109,201.67262875318463,98.06698859283354,,2852.2296486359955,424.65578334373,3.4097253892414643,5.439323835218526,1.3457269696037744,3.3753254155808365,284.03586283942064,552.8874589293482,268.85159608992757
Croatia,29.4,28.4,,3546.851415632036,2518.493323440665,1028.3580921913715,239.2522428708216,789.1058493205497,1613.0734912003234,395.9843423178961,1217.0891488824275,283.16139179043,933.9277570919974,3184.559725642511,773.2584431873157,2411.301282455195,561.000340684181,1850.3009417710136,,7221.177400965229,214.3137977238389,25,29.25170068027211,21.500000000000004,25.751700680272112,6888.062500000001,7698.507801848121,810.4453018481199,,7901.893840786681,229.18822256268606,3.3946142679439646,3.971929619635115,2.91936827043181,3.4966836221229602,935.2926096395911,1045.3385770412624,110.0459674016713,,15653.916232191728,451.5636908135141,7.608034083992696,8.901917431610501,6.54290931223372,7.8367926598515245,2096.184570906878,2342.8203900937674,246.63581918688942
Cuba,16.2,15.2,,,,,,,,,,,,,,,,,,,,10,13.086419753086421,1.0,4.086419753086421,,,,,,,0.4166666666666667,0.5452674897119342,0.04166666666666667,0.17026748971193417,,,,,,,. . .,,,,,,
Curacao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,27.9,26.9,,471.45050167038437,124.94205021097733,346.508451459407,108.16733127573718,238.34112018367006,557.8924187947478,147.79045447241225,410.10196432233556,128.01891222235108,282.0830520999848,806.7408094253977,207.91824385916513,598.8225655662326,186.9306175713224,411.8919479949107,,4449.069628859514,110.51988655602072,4.5,5.306451612903226,3.3484873949579836,4.154939007861209,,,,,4881.918247997502,118.19050990557443,4.589100000000002,5.411519354838712,3.414787445378153,4.237206800216864,,,,,7421.874192114778,185.27777123573316,7.97872340425532,9.408602150537638,5.937034388223376,7.366913134505693,,,
Czechia,23.4,22.4,,156634.80596328474,67665.28678707394,88969.5191762108,23291.41188218069,65678.1072940298,7225.4636108921,3121.356419378665,4104.107191513435,1074.4179792276407,3029.68921228578,12205.98028237844,5308.658904331726,6897.321378046714,1805.6560784787434,5091.665299567948,,574600.2909836676,16735.5479781917,133,161.4188034188034,100.58264462809916,129.00144804690257,73931.26128099172,86888.83458146562,12957.573300473901,,24362.154511729346,709.0602819494155,5.5106691526828255,6.688162561375736,4.167501331182894,5.344994739875805,3063.2385034593626,3600.1174469221305,536.8789434627679,,42682.07071697849,1202.9203339095693,9.938723658645943,12.062382560066014,7.516263983567416,9.639922884987488,5524.679515841558,6492.963277646512,968.2837618049543
Democratic People's Republic of Korea,14.8,13.8,,,,,,,,,,,,,,,,,,,,229,306.36486486486484,0.0,77.36486486486484,,,,,,,2.1401869158878504,2.863223036120232,0.0,0.7230361202323818,,,,,,,. . .,,,,,,
Democratic Republic of the Congo,8.2,7.199999999999999,,409530.14962639863,43224.39912289483,366305.75050350383,41672.97566259689,324632.774840907,205.7855763683296,21.727447598185055,184.05812877014452,20.939474496914816,163.11865427322977,413.3954913427179,44.39898867680171,368.9965026659162,41.97909056585506,327.0174121000612,,2762263.7389363255,556717.3122568659,1000,1609.7560975609756,521.072796934866,1130.8288944958417,,,,,1526.0260353770689,193.09918263394113,0.4986511983735195,0.8027068071378607,0.2598335746314125,0.5638891833957537,,,,,3038.347487911683,365.12364927087066,0.9929697740000794,1.5984391483903717,0.5174095374100031,1.1228789118002953,,,
Denmark,14.4,13.4,,52052.033447952985,25705.982092003618,26346.051355949363,7082.8884482591075,19263.162907690265,8279.162858774504,4088.6781126973196,4190.484746077184,1126.5724642980963,3063.9122817790894,7832.97133011785,3900.8696658555623,3932.101664262288,1057.1085996495883,2874.9930646127013,,123035.22243368482,5449.28851924019,64,86.22222222222223,52.147999999999996,74.37022222222222,10586.044,13073.134508830586,2487.0905088305863,,18212.49412368225,800.3928037144548,8.76796405134739,11.81239601362079,7.144246708588494,10.188678670861893,1450.2820818434643,1791.0120845602435,340.73000271677915,,18767.023969313388,882.4767130281132,9.651636253958678,13.002898842138775,7.8642738651787045,11.215536453358801,1596.447594631277,1971.5177965360554,375.0702019047783
Djibouti,,,,2164.9447609038025,260.59081003355584,1904.3539508702465,232.90192218042625,1671.452028689816,12.181705254311009,1.4662916607432195,10.715413593567789,1.3104918976641688,9.404921695903594,21.42756975209995,2.5122141210543556,18.915355631045593,2.3133423716655663,16.60201325937998,,,,. . .,,,,,,,,,,. . .,,,,,,,,,,. . .,,,,,,
Dominica,,,,,1.6890364230790558,,,,,0.6255690455848356,,,,,0.9768366167140637,,,,,,,7.25,,1.8942706860111622,,,,,,,,2.685185185185185,,0.7015817355596897,,,,,,,,4.325775656324582,,1.1302331062119106,,,,
Dominican Republic,6.7,5.7,,43713.43189156434,6232.552302586796,37480.87958897754,5448.116301653507,32032.763287324007,765.4300022852163,108.92049413384501,656.5095081513714,95.42839423122471,561.0811139201463,1849.2045982488803,262.92948299837377,1586.2751152505064,230.57653419758861,1355.6985810529168,,103179.8961239153,15924.272797291547,320,558.8059701492537,143.03629943502827,381.8422695842819,9366.01688700565,18096.424673294423,8730.407786288773,,1862.6689425735829,254.8412599694429,5.85752307314948,10.228808948634166,2.6182450757456124,6.989530951230298,171.44268755982267,331.2507033291676,159.80801576934493,,4301.482040777854,583.267982199531,13.28958843805806,23.207191750041684,5.940292347482382,15.857895659466006,388.9703429131463,751.5438628387568,362.5735199256105
Ecuador,8.6,7.6,,355.88512908551286,74.17115943257944,281.71396965293343,62.23813140981878,219.4758382431143,355.88512908551286,74.17115943257944,281.71396965293343,62.23813140981878,219.4758382431143,715.169048555551,145.73587070885733,569.4331778466936,125.80298021995587,443.6301976267371,,1931.8340835658375,209.5447734067643,6,9.488372093023255,3.8428571428571425,7.331229235880397,86.82935714285713,129.3657846946091,42.536427551751956,,1931.8340835658375,209.5447734067643,6,9.488372093023255,3.8428571428571425,7.331229235880397,86.82935714285713,129.3657846946091,42.536427551751956,,3990.7521121613267,469.54066731606116,11.952191235059761,18.901139627536367,7.655093910073989,14.604042302550596,172.9668468981218,257.70076632392255,84.73391942580076
Egypt,19.3,18.3,,65530.36589509163,10442.763441103494,55087.60245398813,6291.349217861897,48796.25323612643,4167.165349391555,667.5026446886076,3499.6627047029465,399.6833995163162,3099.9793051866436,14410.533054783064,2286.3894293453222,12124.143625437742,1384.653136408569,10739.49048902922,,996408.8918084303,51115.66038326326,20.5,25.810880829015545,15.35,20.660880829015547,87951.73925,106432.05470527252,18480.315455272517,,43066.04521793034,856.6293035360003,1.0841168942430748,1.3649761932697781,0.8117655769088389,1.0926248759355421,4651.217873121304,5628.526272926296,977.3083998049915,,175833.13537113534,4396.8434021389685,4.401030485186775,5.541193823318063,3.2954057535422923,4.435569091673581,18881.867593387717,22849.303285803453,3967.4356924157364
El Salvador,7.1,6.1,,128.1231307871413,28.97377897575118,99.14935181139012,18.345831479421587,80.8035203319686,128.1231307871413,28.97377897575118,99.14935181139012,18.345831479421587,80.8035203319686,283.3062950656655,63.54674279938713,219.75955226627832,40.66261289876764,179.09693936751088,,414.82269435982073,67.1572609635148,3.46,5.896619718309859,1.5809015088813905,4.017521227191249,47.81436613611765,89.6922133962551,41.87784726013745,,414.82269435982073,67.1572609635148,3.46,5.896619718309859,1.5809015088813905,4.017521227191249,47.81436613611765,89.6922133962551,41.87784726013745,,911.973381626153,149.51890620525145,7.4891774891774885,12.763246143527832,3.4218647378385074,8.69593339218885,103.49429899592565,194.13899003518418,90.64469103925853
Equatorial Guinea,,,,19357.825303429127,2031.8764920829901,17325.948811346134,2491.2720505184075,14834.676760827737,34.90848380202308,3.6641370614672497,31.244346740555827,4.492577498582891,26.751769241972955,74.99335917802277,7.849002436446348,67.14435674157642,9.654585796235548,57.48977094534091,,,,500,,166.06006317442007,,,,,,,,0.7773375388935553,,0.258169441633024,,,,,,,,1.482588480880539,,0.49239747359337954,,,,
Eritrea,,,,,25.65034527657773,,,,,1.7015154626776563,,,,,5.35051007020812,,,,,,,. . .,,,,,,,,,,. . .,,,,,,,,,,. . .,,,,,,
Estonia,21.1,20.1,,582.7574935422407,214.0832239644111,368.67426957782953,85.50640504106772,283.16786453676116,689.5407138902705,253.2049092726363,436.3358046176342,101.19910479860415,335.1366998190292,1061.6716842682004,393.95466090388663,667.7170233643137,154.8632138553736,512.853809508939,,2346.7787961868053,75.3594503055278,4.4,5.442654028436019,3.8793333333333333,4.921987361769352,246.72560000000001,284.0696355701995,37.34403557019951,,2583.5477730647713,80.5897668701718,4.487120000000002,5.5504185781990545,3.9561441333333347,5.019442711532387,251.61076688000009,289.69421435448965,38.08344747448956,,3925.715809965236,110.29373866467773,7.308970099667775,9.040953535608006,6.444075304540421,8.176058740480652,409.84318936877077,471.87647104684316,62.0332816780724
Eswatini,6.9,5.9,,267.313150746494,72.27727088355994,195.03587986293405,12.962598689467868,182.07328117346626,18.082771930166434,4.889071553339209,13.193700376827223,0.876888105583874,12.316812271243354,44.431366919965015,11.957336518783496,32.474030401181516,2.1583096618731172,30.31572073930841,,720.5211469912326,184.94779687544388,48,82.78260869565219,26.08086956521739,60.86347826086958,,,,,41.16736032277638,8.747423656901246,2.9049359999999966,5.0099620869565165,1.578401185652172,3.683427272608692,,,,,112.83133091053419,26.365706820795815,8.12457684495599,14.01195137028642,4.414500603455888,10.301875128786318,,,
Ethiopia,2.6,1.6,,6800.27468411121,530.9570848482365,6269.317599262973,951.6253287446451,5317.692270518326,155.4938586062979,12.14066302846212,143.35319557783578,21.75970984216701,121.5934857356687,490.56890342962186,37.4788636163648,453.090039813257,68.77494260920903,384.3150972040478,,---,---,40,---,19.39799331103679,---,4425.652173913043,---,---,,---,---,0.7671255995566014,---,0.37201743122310105,---,84.87577693355051,---,---,,---,---,2.3482446870963956,---,1.138780868324339,---,259.81285510819794,---,---
Faroe Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiji,23.6,22.6,,161.06969959715116,20.062092728596387,141.00760686855477,15.346434683005228,125.66117218554959,77.7882339403549,9.68886748939127,68.09936645096363,7.4115326286472,60.68783382231644,191.045154381517,23.73053573500463,167.31461864651237,18.2095343903268,149.10508425618556,,993.0827564614438,32.48078599873148,18,21.813559322033896,6.967826086956521,10.781385408990417,,,,,442.9091809495485,13.621448876455545,8.161044613710555,9.890079489496689,3.1591521975682446,4.888187073354379,,,,,1147.398179078437,37.504091366315045,21.76541717049577,26.3767343676347,8.425424530781767,13.036741727920697,,,
Finland,13.3,12.3,,3042.0805357166705,1405.0695030954091,1637.0110326212616,487.1053310183749,1149.9057016028853,3599.278771192052,1661.8326717284679,1937.4460994635836,576.502115626127,1360.9439838374544,3638.865204108834,1699.632835891026,1939.232368217808,577.0336337499978,1362.1987344678087,,10495.471873363571,549.2888742012559,9.2,12.658646616541354,8.228645161290322,11.687291777831676,1195.2518529032257,1451.9508595172974,256.6990066140718,,11561.234016773986,587.4122229443448,9.382160000000002,12.909287819548876,8.391572335483874,11.918700155032747,1218.91783959071,1480.6994865357403,261.7816469450304,,12199.359006811554,651.7110418515012,11.21951219512195,15.437373922611407,10.034933123524784,14.25279485101424,1457.6242108575925,1770.6717798991433,313.0475690415508
France,26.4,25.4,,38983.90967695199,19254.20435459948,19729.70532235251,5244.159367772955,14485.545954579582,46123.35935479897,22772.728177587687,23350.631177211286,6206.602137774992,17144.029039436315,53383.19604859506,26791.553192711053,26591.642855884,7068.0636486327985,19523.579207251234,,235323.8067900842,6604.705938007169,10.5,12.488636363636363,8.797,10.785636363636364,13973.198785,15858.664045388228,1885.4652603882278,,258390.29355972385,7063.105107521092,10.707900000000004,12.735911363636369,8.971180600000004,10.999191963636369,14249.868120943005,16172.665593486923,1922.797472543918,,313525.8856560047,9070.071368931403,14.726507713884994,17.51561902333291,12.338008415147264,15.12711972459518,19597.75425666199,22242.165561554317,2644.411304892328
French Polynesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,,,,31918.441646870906,3948.6673709873253,27969.77427588358,3456.284821163085,24513.489454720486,57.585891511098815,7.1207371677442275,50.465154343354584,6.236087042896905,44.22906730045766,101.44146831663552,12.513955491494213,88.92751282514132,10.988962932973537,77.93854989216773,,,,1000,,386.52654788135595,,,,,,,,1.5546750777871106,,0.6009231908942303,,,,,,,,2.839328101398085,,1.0974756893359263,,,,
Gambia,7.6,6.6,,415.8456626601734,37.60810992676951,378.23755273340385,43.62791695204298,334.60963578136057,8.06279523247129,0.7304752125735509,7.33232001989774,0.8457485159316639,6.48657150396607,24.027757887076266,2.158173235487085,21.869584651589182,2.522553395505152,19.347031256084012,,2776.671934564803,357.9550683508122,100,165.78947368421052,47.171611262737464,112.96108494694798,,,,,50.50959839794249,4.966510642495055,1.84945441094877,3.066200733941382,0.8724174452143049,2.089163768206917,,,,,153.41504265691634,14.791367958201949,5.665080444142307,9.392107052130667,2.67230972483217,6.39933633282053,,,
Georgia,26.0,25.0,,1608.1679383584092,423.39887252034276,1184.7690658380664,149.00853339376545,1035.7605324443016,499.17540096270847,131.4250287187555,367.750372243953,46.25200404293178,321.49836820102144,1725.5996014878922,445.22641355566265,1280.3731879322297,161.0326741570734,1119.340513775157,,8301.722624493264,314.5276275208399,6.2,7.392307692307693,4.618562711864406,5.810870404172099,1264.3084495593218,1470.6885343843298,206.380084825008,,3011.5697006700266,109.97469312409854,2.242152466367713,2.6733356329768885,1.6702454476581823,2.101428614267358,457.2213400691891,531.8561168755714,74.63477680638226,,9053.39706549545,308.53764075434117,6.206206206206207,7.3997073997074,4.623185897762169,5.816687091263362,1265.574023582905,1472.1606950794094,206.58667149650432
Germany,16.9,15.899999999999999,,70569.00930763426,28810.560489114912,41758.448818519355,10637.332298313317,31121.11652020595,83497.65247093997,34075.41805308785,49422.23441785211,12589.565592165383,36832.668825686625,95959.70524721906,39120.17317626708,56839.532070951966,14479.009815403182,42360.52225554867,,217695.65487948607,8298.700044345544,7.6,9.848520710059171,4.89728537815126,7.145806088210431,16462.714527193275,21262.684803888755,4799.97027669548,,239729.7312665376,8874.670742773968,7.750480000000002,10.043521420118346,4.994251628638657,7.287293048757,16788.67627483171,21683.68596300576,4895.00968817405,,287157.65764245356,10886.928376025182,10.599721059972106,13.735733207892848,6.830244599932023,9.966256747852764,22960.550247131487,29655.06946149059,6694.519214359105
Ghana,1.7,0.7,,1666.9072446475197,157.41041899130917,1509.4968256562106,193.87408380742164,1315.6227418487865,287.3595361557766,27.113082591338372,260.24645356443824,33.42507376721528,226.82137979722256,708.5480361727646,67.21467324022622,641.3333629325383,82.37044029531239,558.962922637225,,---,---,9,---,2.0294436848512634,---,102.12160622171557,---,---,,---,---,1.2447271972892608,---,0.28067819443347813,---,14.12372674389262,---,---,,---,---,3.3234859675036925,---,0.7494252898269067,---,37.71108058408995,---,---
Gibraltar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greece,26.9,25.9,,3182.5974111290802,1146.189821306016,2036.407589823064,443.13405250484124,1593.2735373182193,3765.78764749739,1355.6451754540792,2410.1424720433106,524.4609213243918,1885.6815507189149,5966.766459688746,2100.999666986241,3865.766792702504,841.2131802345837,3024.553612467914,,20988.501114061637,519.4863913834038,4.6,5.455018587360594,3.7363225806451617,4.591341168005756,2142.3139596774195,2440.468948845011,298.15498916759134,,23064.63933176747,555.5413071178373,4.691080000000001,5.563027955390336,3.810301767741937,4.682249723132271,2184.7317760790334,2488.7902340321425,304.05845795310915,,37849.138208123964,951.256656005745,8.487084870848708,10.064609939779695,6.893584097131295,8.47110916606228,3952.608781692656,4502.710237721422,550.1014560287663
Greenland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grenada,,,,,2.224079754200133,,,,,0.8237332422963456,,,,,1.3747380653558277,,,,,,,8,,3.5212760136785546,,,,,,,,2.962962962962963,,1.3041763013624275,,,,,,,,5.215123859191656,,2.2954863192167894,,,,
Guam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,10.2,9.2,,1921.6096872863075,397.6075194368462,1524.0021678494613,328.2942099964579,1195.7079578530036,248.42249241372787,51.40775229692227,197.0147401168056,42.44009610273273,154.57464401407287,485.7862348650804,100.31678574829765,385.4694491167827,83.03622589601471,302.433223220768,,17306.45861384945,1672.056643159286,22.5,33.529411764705884,11.020408163265305,22.04981992797119,617.638775510204,1005.3498831366458,387.71110762644173,,2226.606445178049,213.5277477878732,2.9097662099842485,4.336122195270645,1.4251916130535094,2.8515475983399057,79.87486395358394,130.01480529611663,50.139941342532694,,4304.381465316291,388.9767885316897,5.79598145285935,8.637148831711974,2.838848058543355,5.680015437395978,159.10323944106233,258.9773011686362,99.87406172757386
Guernsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,,,,459594.5831254804,69230.53977524432,390364.0433502361,47104.64515129573,343259.3981989405,47.05141391236738,7.067437605127612,39.98397630723977,4.824806607509503,35.15916969973028,115.1312339907487,17.29680121738121,97.8344327733675,11.80553464867421,86.02889812469331,,,,. . .,,,,,,,,,,. . .,,,,,,,,,,. . .,,,,,,
Guinea-Bissau,6.0,5.0,,4126.727377831543,751.849300941399,3374.8780768901433,278.16082427661655,3096.7172526135228,7.445035321343756,1.3558298936730369,6.089205427670718,0.501878397489045,5.587327030181667,20.88351548841903,3.4307585457779575,17.452756942641074,1.4384736711845694,16.014283271456485,,13773.62132433838,2911.938665051833,400,733.3333333333333,22.93744,356.27077333333324,,,,,23.336866917440105,4.818017823308639,0.6218700311148442,1.140095057043881,0.03566026631623718,0.553885292245274,,,,,67.00278789802051,13.90504882539373,2.148354628898592,3.938650152980752,0.1231943884977093,1.9134899125798692,,,
Guyana,8.9,7.9,,9145.85571457719,1329.7047483435986,7816.150966233592,1176.2714381784465,6639.87952805514,43.86501525093537,6.377480807403349,37.48753444353202,5.641589606464061,31.845944837067933,110.49127082730138,15.363610924817209,95.12765990248417,14.315991311765188,80.81166859071891,,63370.53985080514,9801.159090253344,460,718.4269662921348,114.49122807017544,372.91819436231026,,,,,304.1425822242306,47.007957333867836,2.2062350119904077,3.445692883895131,0.5491185998569565,1.7885764717616799,,,,,943.6668300143369,211.9902505173211,5.019477756075204,7.83940907971296,1.2493177664434318,4.069249090081187,,,
Haiti,6.4,5.4,,7188.291797923148,613.0766286320344,6575.215169291114,778.1307560632955,5797.084413227815,88.19707686865958,6.8710045857586985,81.32607228290088,9.62437220438133,71.70170007851951,153.14767013843147,13.023352807144676,140.1243173312868,16.582733519822227,123.54158381146449,,32224.35529686439,7579.16224958562,195,347.34375,52.91307737012986,205.25682737012986,,,,,339.20396598349663,35.26988488933935,1.6939582156973463,3.017363071710898,0.45965406219979904,1.783058918213351,,,,,704.0585761720807,63.11651248889061,3.4985736584315625,6.231834329081221,0.9493348649932695,3.682595535642928,,,
Honduras,10.8,9.8,,4509.871929436829,1099.875350804331,3409.9965786324983,530.4501195348505,2879.546459097649,187.78924632781855,45.7963582417908,141.99288808602776,22.088041064409953,119.90484702161785,415.73833484824047,101.14483742102698,314.5934974272135,48.937338928965715,265.6561584982478,,19471.26367063035,1782.6588119173923,70,102.40740740740739,26.80562357571394,59.21303098312133,1503.5274263617948,2734.685403886044,1231.157977524249,,793.165342481583,65.89321242185959,2.8619673163332475,4.186952185006047,1.095954550966075,2.4209394196388745,61.47209076368715,111.80828923393493,50.33619847024778,,1711.0312092810198,140.02769630164326,6.347479143997098,9.286126895847605,2.430687665552588,5.369335417403096,136.33727116084464,247.97655095085636,111.63927979001173
"Hong Kong SAR, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
