Country,Baseline smoking prevalence (%),Desired smoking prevalence %),Unnamed: 3,Annual smoking-attributable cost-of-illness (Million Local Currency Unit),Smoking-attributable direct cost: health expenditure (Million Local Currency Unit),Smoking-attributable indirect cost: productivity loss (Million Local Currency Unit),Smoking-attributable indirect cost: productivity loss due to morbidity (Million Local Currency Unit),Smoking-attributable indirect cost: productivity loss due to mortality (Million Local Currency Unit),Annual smoking-attributable cost-of-illness (Million USD),Smoking-attributable direct cost: health expenditure (MillionUSD),Smoking-attributable indirect cost: productivity loss (Million USD),Smoking-attributable indirect cost: productivity loss due to morbidity (Million USD),Smoking-attributable indirect cost: productivity loss due to mortality (Million USD),Annual smoking-attributable cost-of-illness (Million PPP$),Smoking-attributable direct cost: health expenditure (Million PPP$),Smoking-attributable indirect cost: productivity loss (Million PPP$),Smoking-attributable indirect cost: productivity loss due to morbidity (Million PPP$),Smoking-attributable indirect cost: productivity loss due to mortality (Million PPP$),Unnamed: 19,Smoking-attributable national economic cost (Million Local Currency Unit),Expected national economic cost recovery from desired smoking reduction (Million Local Currency Unit),Baseline cigarette price per pack (Local Currency Unit),Recommended cigarette price per pack (Local Currency Unit),Baseline totale tax per pack  of cigarettes (Local Currency Unit),Recommended total tax per pack of cigarettes (Local Currency Unit),Baseline cigarette tax revenue (Million Local Currency Unit),Expected cigarette tax revenue (Million Local Currency Unit),Expected cigarette tax revenue gain (Million Local Currency Unit),Unnamed: 29,Smoking-attributable national economic cost (Million USD),Expected national economic cost recovery from desired smoking reduction (Million USD),Baseline cigarette price per pack (USD),Recommended cigarette price per pack (USD),Baseline totale tax per pack  of cigarettes (USD),Recommended total tax per pack of cigarettes (USD),Baseline cigarette tax revenue (Million USD),Expected cigarette tax revenue (Million USD),Expected cigarette tax revenue gain (Million USD),Unnamed: 39,Smoking-attributable national economic cost (Million PPP$),Expected national economic cost recovery from desired smoking reduction (Million PPP$),Baseline cigarette price per pack (PPP$),Recommended cigarette price per pack (PPP$),Baseline totale tax per pack  of cigarettes (PPP$),Recommended total tax per pack of cigarettes (PPP$),Baseline cigarette tax revenue (Million PPP$),Expected cigarette tax revenue (Million PPP$),Expected cigarette tax revenue gain (Million PPP$)
Hungary,27.2,26.2,,1719945.6746937623,520871.33938128484,1199074.3353124773,212896.02464989712,986178.3106625807,5673.7511341957,1718.248658783383,3955.502475412317,702.3007062265716,3253.201769185747,11270.31254420358,3365.9292661075806,7904.383278095999,1403.4257323814888,6500.957545714512,,6522912.049175313,204343.7142390386,2040,2415,1469.100787401575,1844.100787401575,475768.2900000001,554106.6078308823,78338.31783088221,,19818.38311366781,572.4189679805315,5.159071367153912,6.107430074351322,3.715292062620947,4.663650769818357,1203.1973344797937,1401.3115366721013,198.11420219230763,,39486.69539182378,1066.7535569040087,13.284277016247191,15.726239703057336,9.566638149328135,12.00860083613828,3098.1557646599167,3608.2870955678854,510.13133090796873
Iceland,7.3,6.3,,33492.16269878252,8023.297960210098,25468.86473857243,7376.54391481569,18092.32082375669,263.74095001375474,63.181115981153724,200.55983403260103,58.08811811894498,142.4717159136557,226.1798393207918,53.589487698339624,172.5903516224522,49.987320639713,122.6030309827389,,92028.66122849002,7773.681325952074,1539,2593.109589041096,978.7209677419356,2032.8305567830316,,,,,687.4598549036101,61.58654017521173,11.348720595826265,19.121816894337407,7.217174011812812,14.990270310323954,,,,,615.0472142271693,46.92094961440441,10.394785721522407,17.514501969140493,6.610522898530516,13.730239146148602,,,
India,4.6,3.5999999999999996,,1971145.052479843,429513.094519924,1541631.957959919,170247.54345666379,1371384.41450325,26502.6329391926,5810.6687152102,20691.9642239824,2285.0824155772752,18406.88180840506,86608.91603942713,18501.299046227017,68107.61699320012,7521.3506206266065,60586.266372573285,,---,---,190,---,109.43095238095239,---,477862.535702381,---,---,,---,---,2.3923354608330616,---,1.3778713047036135,---,6016.881524023216,---,---,,---,---,8.10926163038839,---,4.67054854378798,---,20395.328028270633,---,---
Indonesia,33.4,32.4,,288054294.79592866,24015563.001846038,264038731.7940826,28288130.99531743,235750600.7987648,20132.19450109941,1678.4541551495754,18453.740345949835,1977.0653370162202,16476.675008933587,60697.09777263248,5046.663392893467,55650.43437973901,5962.1812564532775,49688.253123285656,,2269978651.2958055,64566344.83653853,34375,39520.95808383233,25073.124999999996,30219.083083832327,372939040.2718749,422968234.57052517,50029194.298650265,,154437.99050285993,4340.301605692598,2.298101350447921,2.642128498718568,1.6762351250167133,2.0202622732873605,24932.41344243047,28277.0580672901,3344.644624859633,,481444.5021256348,13195.704671239622,7.283980963117099,8.374397274960975,5.312935714497612,6.403352026341488,79024.89802890176,89625.965632435,10601.067603533244
Iran (Islamic Republic of),7.9,6.9,,323176593.090456,56904281.19847804,266272311.89197797,58444263.30773733,207828048.5842404,1663.3280766231771,509.72769498772453,1153.6003816354525,253.20441309556924,900.395968539882,7033.12700308015,1235.1039040664095,5798.02309901374,1272.611433969042,4525.411665044691,,4377208263.736786,954963618.4196655,250000,408227.8481012658,64216.02551724138,222443.87361850718,,,,,37320.91375073529,858.5777465265868,5.9523809523809526,9.719710669077758,1.5289529885057473,5.296282705202552,,,,,132899.42424567224,3419.6338735365584,4.0075829882270035,6.5440279174846,1.029404205737791,3.5658491349953874,,,
Iraq,14.0,13.0,,2079549.137287193,444554.69344627083,1634994.4438409223,272631.5388298262,1362362.9050110977,1434.1719192053838,306.58944375604875,1127.5824754493349,188.02176765635963,939.5607077929761,3038.3416008169424,632.1369285904022,2406.2046722265404,401.2290592178097,2004.9756130087326,,13922532.85478492,644686.733153248,750,1017.8571428571429,126.92957636905125,394.7867192261941,505493.8646503374,1355645.7780658521,850151.9134155147,,11201.594325486385,495.9128517702828,0.5172413793103449,0.7019704433497538,0.08753763887520775,0.2722667029146167,348.616458379543,934.9281228040362,586.3116644244932,,23767.402140518923,1021.087763593923,0.9585228013403984,1.3008523732476835,0.16221985748561737,0.5045494293929026,646.036526940034,1732.5565184226198,1086.5199914825857
Ireland,16.8,15.8,,4896.84228962663,2102.568760929294,2794.2735286973357,865.3819606927449,1928.8915680045975,5793.890350932963,2486.793325006557,3307.097025926406,1024.2025625284905,2282.8944633979236,6399.045190278479,2645.6325406530386,3753.4126496254407,1162.4257842560119,2590.986865369438,,23563.45512985339,1038.5204999819102,15.8,20.50238095238095,12.01801154471545,16.720392497096398,1396.673211669106,1718.7165737083915,322.0433620392855,,25911.495513285165,1110.5989389091428,16.112840000000006,20.9083280952381,12.255968173300818,17.051456268538914,1424.3273412601548,1752.7471618678182,328.4198206076635,,31064.05345801032,1406.555027433504,21.40921409214092,27.78100400051619,16.28456848877432,22.65635839714959,1892.5111269229076,2328.8842462173325,436.3731192944249
Isle of Man,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Israel,17.7,16.7,,10833.102618412226,3389.685922898619,7443.416695513605,2582.621960374628,4860.794735138978,3353.695954932887,1049.374068506725,2304.321886426162,799.5242710572791,1504.7976153688837,2958.6386665608943,886.391232497759,2072.247434063135,719.0020321940533,1353.2454018690823,,94149.79995777355,4026.92260353323,36,46.16949152542373,27.590922039758,37.76041356518173,9259.927300373382,11281.439397042474,2021.512096669092,,25759.17533928892,1050.5812283737814,10.616337363609555,13.615302720561408,8.136514904086699,11.135480261038552,2730.7364495350575,3326.876849614413,596.1404000793555,,25767.679316291444,1116.0611545941551,10.26811180832858,13.168708364353604,7.869629788864232,10.770226344889256,2641.1658015896696,3217.75225243653,576.5864508468603
Italy,19.8,18.8,,23794.764878024213,11361.340719993881,12433.42415803033,3644.732757371188,8788.691400659134,28152.80620202244,13437.518330253595,14715.287871768847,4313.638066127017,10401.649805641824,36562.9097111136,17540.9454698202,19021.964241293404,5576.096761326007,13445.867479967386,,107968.2001499433,4424.163879630587,6,7.515151515151516,4.601473213114755,6.11662472826627,13557.619623558856,16247.393580105554,2689.773956546698,,118547.64425753524,4731.222659874965,6.118800000000002,7.663951515151518,4.692582382734428,6.237733897885944,13826.060492105324,16569.091972991646,2743.0314808863222,,161288.22411203175,6792.957362972596,9.6,12.024242424242425,7.362357140983606,9.786599565226032,21692.191397694165,25995.829728168883,4303.638330474718
Jamaica,8.5,7.5,,14495.306918040582,2700.0259319837446,11795.280986056836,2257.717823763631,9537.563162293194,96.21642297561777,17.90585605834175,78.31056691727602,14.989313347190883,63.32125357008506,196.19497057593867,36.418208247221564,159.7767623287171,30.582641020524118,129.19412130819285,,52626.698309054285,6450.428747050677,1400,2223.529411764706,542.608827855524,1366.1382396202298,,,,,365.0643862674852,36.74676658125937,9.14458304293839,14.5237495387845,3.5442367758259294,8.92340327167204,,,,,683.1418081334174,68.31382987181843,17.545618608381794,27.866570730959317,6.800291105067226,17.121243227644747,,,
Japan,16.2,15.2,,6290692.3623084575,2410585.34231184,3880107.0199966175,1236475.9317629898,2643631.088233635,57316.122998044775,21963.465432488647,35352.65756555613,11265.85168357213,24086.805881984063,63646.66994462164,23621.584980348005,40025.08496427363,12754.81680532003,27270.26815895368,,25861846.02156381,1156234.0459351751,600,785.1851851851852,359.42545454545456,544.6106397306398,1664139.8545454545,2219853.221313783,555713.3667683285,,203655.61853732105,8176.677652300665,4.511278195488722,5.903648008911167,2.7024470266575533,4.094816840079998,12512.329733424473,16690.62572416378,4178.295990739307,,268009.43610788294,12598.768585817312,6.637755553588813,8.686445539264373,3.9762971783504577,6.024987164026017,18410.25593576262,24558.071746545964,6147.815810783344
Jersey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordan,28.3,27.3,,165.73503688627412,37.0658919510986,128.6691449351755,38.671972642342766,89.99717229283263,233.68561317201136,52.20548309184263,181.48013008016875,54.544503494796,126.93562658537259,580.0616785698624,128.91515611730946,451.14652245255286,135.59370416864894,315.5528182839036,,3911.841746874748,94.98801707844059,2.25,2.647526501766784,1.755344827586207,2.1528713293529913,1144.221525862069,1305.9247929302626,161.70326706819355,,5517.41839637583,133.9749066888352,3.1690140845070425,3.7289105658687105,2.4723166585721223,3.0322131399337904,1611.579613890238,1839.3306942679753,227.75108037773725,,13879.786137060113,344.33159136073203,8.152173913043477,9.59248732524197,6.359945027486256,7.800258439684749,4145.730166166916,4731.611568587907,585.8814024209905
Kazakhstan,19.7,18.7,,1253652.7218694491,107319.5188436288,1146333.2030258204,168276.47532449497,978056.7277013244,2943.4860065204766,251.97846678827872,2691.507539732198,395.1010063216635,2296.406533410532,8141.111786242906,696.7537247451294,7444.358061497777,1092.7977418221212,6351.560319675647,,8060061.428537545,356329.08112216904,620,777.3604060913706,312.42857142857144,469.788977519942,299395.61357142864,405647.0050157029,106251.39144427428,,20568.28893413765,655.9622766942371,1.2995451591942822,1.6293789559441,0.6548629638612662,0.9846967606110841,627.5453553237935,850.2525834029283,222.70722807913478,,51026.742020562924,1515.6751406070666,3.6025775861568055,4.5169373795976195,1.8154002721025193,2.729760065543333,1739.670849751763,2357.056142195498,617.3852924437351
Kenya,6.5,5.5,,45449.20014717295,5729.788145551627,39719.41200162133,4742.6238751003875,34976.7881265209,415.10576587254366,52.26108901765879,362.8446768548848,43.32480620143163,319.5198706534528,1046.544918592406,130.82025065165823,915.7246679407476,109.34043215485883,806.3842357858878,,202134.17888676844,43813.43240348922,400,707.6923076923076,131.69221379310346,439.3845214854111,41943.97009310345,100196.57030334623,58252.60021024278,,1575.0493951773367,231.97362855779775,3.367003367003367,5.957005957005957,1.1085203181237666,3.698522908126356,353.06372132241967,843.4054739338909,490.34175261147124,,4531.626235620794,829.3879841199247,9.301892935212315,16.457195193067943,3.062467182761347,10.217769440616975,975.3957977094891,2330.0444235930013,1354.648625883512
Kiribati,31.6,30.6,,,3.1866969102092897,,,,,2.393809329945542,,,,,3.171130464982783,,,,,55.24519089535984,1.0642719152597349,5,5.791139240506329,2.5445,3.335639240506329,,,,,37.87082359596265,0.704794978848612,3.5035000000000034,4.057851265822789,1.7829311500000018,2.3372824158227874,,,,,53.35839246454917,1.035088570813996,4.582951420714941,5.308101961967305,2.3322639780018335,3.0574145192541975,,,
Kosovo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,17.2,16.2,,377.2983846666406,19.633703935159705,357.66468073148087,105.63150663208626,252.03317409939433,1250.776885875839,65.0891863104434,1185.6876995653959,350.17709281240013,835.5106067529949,2003.8562507328093,101.72903593346997,1902.127214799339,561.7679752281541,1340.359239571184,,1907.809403591918,56.009675912012554,0.85,1.097093023255814,0.20414722428888202,0.45124024754469605,47.5407848562734,93.21886954256048,45.678084686287086,,6227.750251525301,181.6058792918627,2.7696318018898665,3.57475732569506,0.665191346656507,1.470316870461701,154.90643485263408,303.74346543682134,148.83703058418726,,11014.337991607521,327.25095370027157,3.7777777777777777,4.875968992248062,0.9073209968394756,2.00551221130976,211.2923771389929,414.3060868558243,203.01370971683139
Kyrgyzstan,22.6,21.6,,11300.619623522987,1285.8796254575914,10014.739998065397,1342.0353071124623,8672.704690952945,133.5963111028394,15.192196026710418,118.40411507612897,15.866862541640437,102.53725253448866,530.5033065433059,62.9450439909706,467.55826255233535,62.65561528293361,404.90264726940234,,73805.32251477559,2744.311605259548,111,135.5575221238938,56.892857142857146,81.45037926675093,,,,,877.4085628563142,26.35183714268701,1.3345516627792338,1.6298064554295066,0.6840221360383911,0.979276928688664,,,,,3231.6488468732123,92.00531749370094,5.10485651214128,6.234249545800855,2.616485335856197,3.745878369515772,,,
Lao People's Democratic Republic,20.5,19.5,,2240976.13099244,203697.2724075029,2037278.8585849372,207712.2395381457,1829566.6190467933,229.88927815793375,21.004231432733246,208.8850467252005,21.29702602002076,187.58802070517999,779.729030928975,71.41047789525679,708.3185530337182,72.21713038304642,636.1014226506725,,26492819.70273087,939376.2378500551,7000,8707.317073170732,1079.9166363636366,2787.233709534369,208521.1033154546,486961.5476248905,278440.4443094359,,1977.2321851672418,35.256032761311666,0.47065151617024137,0.5854445688946904,0.07260920032028753,0.1874022530447366,14.02011048984432,32.7413129580374,18.721202468193077,,7248.598418703256,184.1586400561636,2.257853297594741,2.808549223837361,0.34832761979157967,0.8990235460341993,67.25858010555612,157.06967658667102,89.8110964811149
Latvia,24.3,23.3,,803.2395644906638,260.15297386967785,543.086590620986,87.08481310925966,456.0017775117266,950.4508804294064,307.69347044506765,642.7574099843388,103.06719018614444,539.6902197981947,1588.37407037974,511.14116618402943,1077.2329041957105,172.7360383355476,904.4968658601634,,3059.973728360466,90.77479634220609,4,4.823045267489712,3.254214876033058,4.0772601435227696,309.2154975206612,356.19083678014636,46.97533925948517,,3361.4682727623444,97.07501222027881,4.079200000000001,4.918541563786009,3.318648330578513,4.157989894364521,315.33796437157037,363.2434153483933,47.90545097682292,,5785.878541826497,161.28101964927208,7.504690431519699,9.048865417429102,6.105468810568588,7.649643796477991,580.1416463802274,668.2754911447399,88.13384476451256
Lebanon,26.1,25.1,,1606503.9234056561,444697.2525463265,1161806.6708593299,338828.4517401257,822978.2191192015,190.53942868992232,75.83838824698974,114.7010404429326,33.45132793695759,81.24971250597474,539.461098195261,130.39610257985652,409.0649956154044,119.29941753814451,289.76557807725897,,,,18250,21746.16858237548,1808.5585585585584,5304.72714093404,936498.7499999998,2540411.705490207,1603912.955490207,,,,0.6073211314475874,0.7236661757862056,0.060184976990301446,0.1765300213289197,31.16468386023294,84.53949103128804,53.374807171055096,,,,. . .,,,,,,
Lesotho,18.0,17.0,,753.8816188935107,214.98478734996607,538.8968315435446,24.503494532518125,514.3933370110273,50.83283394025341,14.546956650844102,36.2858772894093,1.649909117524325,34.63596817188503,120.24741842877268,33.525823438214005,86.72159499055867,3.9432076871112587,82.77838730344756,,2184.7444839081077,106.91437375235003,50,63.888888888888886,26.34173913043478,40.23062801932367,,,,,125.71813389984051,4.9804760089487115,3.0259749999999968,3.8665236111111065,1.594188881304346,2.434737492415456,,,,,352.76064985504246,14.443523896946031,7.918910357934748,10.118607679583288,4.171957416920301,6.371654738568841,,,
Liberia,4.9,3.9000000000000004,,616.8946735373282,606.1578046066387,10.736868930689493,1.5946762078974155,9.142192722792068,14.302503075434425,3.5656341447449327,10.736868930689493,1.5946762078974155,9.142192722792068,32.68176092884892,8.251238037734183,24.430522891114734,3.6285041619160414,20.80201872919868,,---,---,280,---,98.02124545454548,---,,---,---,,---,---,1.8367400488048071,---,0.6429983827146065,---,,---,---,,---,---,4.164943421326093,---,1.458046219307498,---,,---,---
Libya,,,,,,1235.0655207538252,188.31970107106173,1046.7458196827633,,,273.6303730828125,41.722474797504574,231.90789828530788,,,1147.4396521410379,174.9587278223061,972.4809243187315,,,,4,,1.280196375,,,,,,,,0.8228082445386103,,0.26333903299461064,,,,,,,,2.6315789473684212,,0.8422344572368422,,,,
Liechtenstein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithuania,22.9,21.9,,1265.1905854701556,374.01536797431316,891.1752174958424,138.69110009991553,752.4841173959262,1497.1419012170666,442.4123113015297,1054.7295899155367,164.14460844676822,890.5849814687678,2741.2057327164007,816.8325408657483,1924.3731918506523,299.48480359508875,1624.8883882555624,,4425.210875028729,152.02954382729015,4.4,5.360698689956332,3.3496363636363635,4.310335053592695,372.5800527272727,438.4804477485385,65.90039502126581,,4860.098889367682,162.581144995155,4.487120000000002,5.46684052401747,3.4159591636363644,4.395679687653832,379.95713777127276,447.1623606139597,67.20522284268696,,9029.849006269122,286.7916829964363,8.924949290060853,10.873628174353616,6.794394246726904,8.743073131019667,755.7404720634335,889.4126729179281,133.6722008544947
Luxembourg,19.3,18.3,,859.4293273354934,274.4776065814341,584.9517207540594,174.5632597117881,410.38846104227173,1016.9417155487499,324.6357943646057,692.3059211841443,206.60026123846188,485.70565994568284,998.4112736268683,319.50217218839487,678.9091014384734,202.6023372361855,476.30676420228843,,4794.048309507911,169.75268228148406,5.5,6.924870466321243,3.766473299145299,5.191343765466542,,,,,5273.729198711711,181.534353211827,5.608900000000002,7.061982901554407,3.8410494704683775,5.294132372022782,,,,,5558.363756310902,197.60090532540784,6.447831184056272,8.118253770599349,4.415560725844431,6.085983312387508,,,
"Macao SAR, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madagascar,13.8,12.8,,284242.5271572877,17759.395932418975,266483.1312248687,27317.299191852628,239165.83203301608,74.21518857978577,4.636944895690947,69.57824368409482,7.132495371191706,62.44574831290309,240.73246287638932,14.896588715643295,225.83587416074602,23.150531571534444,202.68534258921153,,2837140.425807678,181056.77472581776,4600,6266.666666666667,4035.9215686274506,5702.588235294117,,,,,701.4373887249226,35.174244302595824,1.122238622086144,1.5288468184941673,0.9846232739183085,1.3912314703263318,,,,,2405.620617563389,120.7600139548619,3.8359225810755593,5.2257496032043855,3.3655397131625935,4.755366735291419,,,
Malawi,5.2,4.2,,55212.71350704867,12981.253068514197,42231.46043853447,3927.6531258527675,38303.80731268168,69.08473433097134,16.272332270152546,52.81240206081879,4.911712592555711,47.90068946826307,182.53832755020554,41.56511124929517,140.97321630091037,13.110934074175802,127.86228222673454,,---,---,900,---,431.0978111587983,---,,---,---,,---,---,0.8685171228150763,---,0.41601758955501844,---,,---,---,,---,---,2.828632042115188,---,1.3549078688105547,---,,---,---
Malaysia,18.2,17.2,,18395.071482681422,2012.7591436017362,16382.312339079685,1956.6395207037665,14425.67281837589,4439.717758880393,485.78675825667517,3953.931000623718,472.24210464484196,3481.688895978869,11600.05099143935,1265.0298763482583,10335.021115091093,1234.374631770154,9100.646483320921,,112114.61957707096,4702.142570155655,17.4,22.180219780219776,8.978250000000001,13.758469780219778,3256.052145,4456.397370735099,1200.3452257350987,,25528.9128310197,1018.5984845882174,3.9114308193773177,4.985999725799657,2.0182645835674946,3.092833489989834,731.9438338765875,1001.7752884646732,269.83145458808565,,70675.99922779911,2955.659873311722,11.291369240752758,14.393393757443075,5.826249188838418,8.928273705528735,2112.9475308241404,2891.8866779591817,778.9391471350414
Maldives,22.5,21.5,,661.5595884012215,85.93857383077935,575.6210145704422,147.20070772510138,428.4203068453398,42.944069795854894,5.590337458676161,37.35373233717873,9.552284744694342,27.801447592484323,84.82783759469389,11.117463195017526,73.71037439967635,18.84958853771443,54.860785861961816,,7568.1236708951565,249.0525962524895,100,122.22222222222223,29.907374058867624,52.12959628108985,,,,,491.11769343954495,16.161751826368125,6.4935064935064934,7.936507936507937,1.9420372765498457,3.385038719551289,,,,,992.7880293613915,33.42379395194736,13.27668613913967,16.227060836726263,3.970708186254331,6.921082883840924,,,
Mali,5.6,4.6,,36538.3813335358,4656.779218663013,31881.60211487279,5378.101805125226,26503.50030974757,65.92088317454207,8.397694145612824,57.523189028929245,9.70357655297143,47.81961247595784,171.2290554283323,22.389877666180194,148.8391777621521,25.107654493390836,123.73152326876132,,---,---,800,---,163.64377114592,---,,---,---,,---,---,1.2437400622296884,---,0.25441289263565925,---,,---,---,,---,---,3.9258408660404953,---,0.803049255297039,---,,---,---
Malta,20.8,19.8,,200.34163916168595,81.03516102637427,119.30647813531166,34.26189012353141,85.04458801178035,237.0566119367614,95.8542240671567,141.2023878696047,40.54985759349792,100.6525302761069,350.67127800727815,139.9414987955561,210.72977921172205,60.516416660287945,150.21336255143422,,1032.6972842452396,40.623812778421296,5.5,6.822115384615385,4.265983050847458,5.588098435462843,,,,,1132.0590563772846,43.44330472063368,5.608900000000002,6.957193269230772,4.3504495152542395,5.69874278448501,,,,,1783.7002524643906,70.67684830896118,9.945750452079565,12.336555849214076,7.714255064823613,10.105060461958123,,,
Marshall Islands,20.2,19.2,,7.951811192612222,2.7804539541888125,5.171357238423409,0.4831411010207667,4.688216137402641,7.951811192612222,2.7804539541888125,5.171357238423409,0.4831411010207667,4.688216137402641,7.260871968347168,2.4540635076688546,4.806808460678313,0.4490826344064516,4.35772582627186,,32.18762579290434,1.1562736361016903,2.5,3.118811881188119,1.2781538461538462,1.8969657273419651,,,,,32.18762579290434,1.1562736361016903,2.5,3.118811881188119,1.2781538461538462,1.8969657273419651,,,,,30.240227633922146,1.079514855796477,2.260397830018083,2.8199022433888956,1.155654472110168,1.7151588854809807,,,
Mauritania,7.2,6.2,,698.9875258977588,118.31647516730659,580.6710507304522,95.05449008577875,485.6165606446731,19.213599505646194,3.280796982482003,15.932802523164193,2.6081624313312055,13.32464009183298,54.46369447239037,8.831639519590285,45.63205495280008,7.469860447921887,38.16219450487818,,4228.772512191942,798.1677801872132,40,67.77777777777777,7.128189380990126,34.90596715876789,,,,,114.21872964681073,18.877545427898564,1.100715465052284,1.8651012046719255,0.19615270723693243,0.9605384468565741,,,,,349.0671401501482,65.74992845980975,3.277076847452073,5.552824658182679,0.5839906096174116,2.859738420348018,,,
Mauritius,18.1,17.1,,6269.239897513612,1059.8454210463058,5209.394476467306,826.8166760609336,4382.577800406363,150.36984928462792,25.420752010066437,124.94909727456148,19.83147902353245,105.1176182510288,381.8974039455485,64.30479588813039,317.5926080574181,50.407176058901655,267.1854319985158,,35251.79048130032,1729.8298069809816,190,242.48618784530385,148.54260869565215,201.028796540956,,,,,858.0096523684947,38.868715646076595,4.2092204080728415,5.371988476601251,3.290781999947986,4.453550068476396,,,,,2011.4831412778121,90.23800728793444,11.693027263216198,14.923145291728959,9.141646174881664,12.371764203394426,,,
Mexico,13.4,12.4,,168953.11021227413,70871.81730560077,98081.29290667336,20201.793862331346,77879.49904434217,8334.141372861366,3495.974378017092,4838.166994844274,996.5167607892434,3841.650234055038,16952.34569738364,6813.438458881384,10138.907238502255,2088.309686296822,8050.59755220545,,1132702.0136525389,70268.17348246278,70.54,96.86089552238806,47.6800827586207,74.00097828100876,61341.141670206904,81524.1142337603,20182.97256355339,,63083.03155506785,3964.8621172184285,3.4389625585023404,4.722157543018139,2.3244970143633337,3.6076919988791323,2990.500276433644,3974.459547277706,983.9592708440618,,116653.07368517952,6474.950989646739,7.141121684551529,9.805719328040906,4.826896412089563,7.49149405557894,6209.874637599403,8253.099234031211,2043.224596431808
Micronesia (Federated States of),,,,,2.6073230460902233,,,,,2.6073230460902233,,,,,2.3405054273700387,,,,,,,4,,1.8,,,,,,,,4,,1.8,,,,,,,,3.6101083032490973,,1.6245487364620939,,,,
Monaco,,,,,14.346466935029143,,,,,16.968144728985518,,,,,17.27167543683407,,,,,,,10.5,,0.0,,,,,,,,10.707900000000004,,0.0,,,,,,,,. . .,,,,,,
Mongolia,26.2,25.2,,662946.7694233134,101884.3914563536,561062.3779669598,65799.01309445873,495263.3648725005,232.66857644697342,35.75783526392888,196.9107411830445,23.092855529703176,173.81788565334114,654.9742829543276,100.38574333103792,554.5885396232896,65.03978882515361,489.54875079813553,,5740673.213730799,235737.47062517432,2600,3096.1832061068703,1095.7659765976598,1591.9491827045301,,,,,1816.1058616369314,50.88926986621726,0.8206837558276437,0.9773027931993314,0.3458758989162744,0.502494936287962,,,,,5096.938417679984,136.04238064028786,2.4417960348989003,2.907787644612431,1.0290911603204949,1.4950827700340255,,,
Montenegro,30.3,29.3,,129.8052175982196,38.075000119906036,91.73021747831355,16.49649354124817,75.23372393706529,153.60300067463652,45.03785204625744,108.56514862837908,19.524038232833256,89.04111039554572,373.44334270960894,111.50159073134364,261.9417519782653,47.10683718496867,214.83491479329635,,608.7548703041566,17.398687054110425,2.7,3.1455445544554457,2.050595041322314,2.4961395957777595,,,,,667.0996959316113,18.60624163366798,2.7534600000000014,3.207826336633665,2.0911968231404967,2.54556315977416,,,,,1601.852776028952,43.085894116224246,7.5418994413407825,8.786437302948173,5.727919109838866,6.972456971446256,,,
Montserrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,10.8,9.8,,9063.259227153474,1592.7122087248938,7470.5470184285805,1223.244445481208,6247.302572947373,1008.3190452186345,177.19474623205548,831.1242989865789,136.09019255642815,695.0341064301507,2374.4166710512955,413.3149088883355,1961.1017621629599,321.11528535615275,1639.986476806807,,42754.56369346744,3047.765205692636,25,36.57407407407407,19.03552666666667,30.60960074074074,15045.394744433335,19920.53485761672,4875.1401131833845,,4337.116726362651,301.68677294826966,2.4300155520995332,3.555022752145613,1.8502650336962156,2.975272233742295,1462.4217286579833,1936.2883804059793,473.866651747996,,11085.392684740187,799.4677412491707,6.54278984559016,9.571859218548566,4.981818023205095,8.0108873961635,3937.554238270959,5213.4349274055785,1275.8806891346194
Mozambique,,,,6773.0471977923835,1370.2707833623872,5402.776414429996,484.3333372434209,4918.4430771865755,103.46060536557853,20.931350492188646,82.52925487338989,7.398357134728641,75.13089773866126,279.6556895770991,57.35534003802716,222.30034953907196,19.9281743133168,202.37217522575517,,,,90,,21.47692307692308,,,,,,,,1.4091122592766558,,0.3362599511026003,,,,,,,,3.7645877776383485,,0.8983529124073736,,,,
Myanmar,14.8,13.8,,1334635.1820960585,248695.2934536645,1085939.888642394,117196.24688478687,968743.6417576068,874.349127237043,157.09551621046785,717.2536110265752,77.40707580229298,639.8465352242819,3242.502973963752,610.9481963885489,2631.5547775752034,284.00130304551743,2347.553474529685,,9865452.997749405,389096.08619199565,1500,2006.7567567567567,540.0,1046.7567567567567,169705.8,286011.46365022793,116305.66365022794,,6056.709372880019,165.69639077806917,0.8108108108108109,1.0847333820306793,0.2918918918918919,0.5658144631117603,91.73286486486487,154.60079116228536,62.867926297420496,,21953.032846092152,587.4953846571649,3.3209645852336633,4.442912080245035,1.1955472506841187,2.3174947456954906,375.72463447249794,633.2226278355013,257.49799336300333
